Fighter_Name,Height,Weight,Reach,Stance,DOB,Wins,Losses,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Fighter_URL,Height_cm
Jinensibieke Asikeerbai,"5' 6""",155 lbs.,"69.0""",Orthodox,1988-07-10,36,11,0,2.0,50%,10.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/4eccb78d628b2238,167.6
Jiniushiyue,"5' 6""",125 lbs.,"68.0""",Southpaw,2000-12-09,13,4,0,3.0,41%,2.71,50%,0.79,28%,75%,0.0,http://ufcstats.com/fighter-details/c14a683dac2ebc4c,167.6
Sung Bin Jo,"6' 0""",145 lbs.,"72.0""",Orthodox,1992-07-17,9,1,0,1.4,33%,2.67,51%,1.0,33%,83%,1.0,http://ufcstats.com/fighter-details/6e0e977beb909837,182.9
Carls John De Tomas,"5' 5""",125 lbs.,"71.0""",Southpaw,1996-08-28,6,2,0,1.74,37%,3.93,44%,1.37,33%,66%,0.0,http://ufcstats.com/fighter-details/2a4200ead401a9ce,165.1
Phil Johns,"5' 2""",170 lbs.,,Southpaw,1968-10-22,30,14,1,1.2,66%,1.8,50%,0.0,0%,50%,0.0,http://ufcstats.com/fighter-details/a8fa0c4e95512806,157.5
Brett Johns,"5' 7""",135 lbs.,"71.0""",Orthodox,1992-02-21,17,2,0,2.86,49%,3.84,53%,4.92,49%,58%,1.0,http://ufcstats.com/fighter-details/ec52462a1b41f714,170.2
Miles Johns,"5' 7""",135 lbs.,"68.0""",Orthodox,1994-03-30,15,5,0,3.36,44%,2.99,65%,1.22,26%,77%,0.0,http://ufcstats.com/fighter-details/46e0d677f91bacc0,170.2
Anthony Johnson,"6' 2""",205 lbs.,"78.0""",Orthodox,1984-03-06,22,6,0,3.25,47%,1.83,60%,2.43,57%,77%,0.6,http://ufcstats.com/fighter-details/365fee2da473b177,188.0
DaMarques Johnson,"6' 1""",170 lbs.,"75.0""",Orthodox,1982-06-28,15,15,0,2.11,37%,3.75,51%,1.18,55%,19%,0.7,http://ufcstats.com/fighter-details/322a56923b396b4d,185.4
Devin Johnson,,,,,,1,1,1,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/22f4b6cb6b1bd7fd,
Travis Johnson,,205 lbs.,,,,0,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/443835675e8fc6ca,
Ricky Johnson,"5' 8""",145 lbs.,,Orthodox,,10,6,0,1.83,25%,6.3,36%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/fa2fca260beeb9c0,172.7
Tony Johnson,"6' 2""",205 lbs.,"76.0""",Orthodox,1983-05-02,7,2,0,4.0,92%,3.67,22%,0.0,0%,90%,0.0,http://ufcstats.com/fighter-details/3641a0d117e9bc6c,188.0
Lavar Johnson,"6' 4""",240 lbs.,"82.0""",Orthodox,1977-06-11,18,10,0,5.39,55%,2.54,55%,0.61,66%,54%,0.6,http://ufcstats.com/fighter-details/e6c5908910cc26e4,193.0
Demetrious Johnson,"5' 3""",125 lbs.,"66.0""",Orthodox,1986-08-13,27,3,1,3.43,54%,1.66,67%,3.35,56%,65%,0.5,http://ufcstats.com/fighter-details/8a304bfd6bf04a57,160.0
Michael Johnson,"5' 10""",155 lbs.,"73.0""",Southpaw,1986-06-04,25,20,0,4.27,39%,3.78,58%,0.57,38%,81%,0.0,http://ufcstats.com/fighter-details/511e82663651438d,177.8
Deshaun Johnson,,167 lbs.,,,1970-11-15,6,9,0,2.27,41%,6.67,43%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/bf97ad31eae89429,
Kajan Johnson,"5' 11""",155 lbs.,"75.0""",Orthodox,1984-04-21,23,13,1,2.47,42%,1.59,64%,1.54,37%,62%,0.2,http://ufcstats.com/fighter-details/633a45d131192ffe,180.3
Dashon Johnson,"5' 7""",145 lbs.,,Orthodox,1988-01-25,9,2,0,1.01,69%,3.83,35%,0.85,33%,63%,0.8,http://ufcstats.com/fighter-details/36207c58e854cae5,170.2
Timothy Johnson,"6' 3""",265 lbs.,"77.0""",Southpaw,1985-03-13,12,4,0,3.43,45%,3.08,44%,1.09,24%,69%,0.0,http://ufcstats.com/fighter-details/cc900af167fbedfd,190.5
Tony Johnson,"6' 1""",265 lbs.,,,,11,3,0,2.0,53%,4.73,31%,2.0,22%,0%,0.0,http://ufcstats.com/fighter-details/a45bab49951a45cd,185.4
Jordan Johnson,"6' 2""",205 lbs.,"79.0""",Orthodox,1988-11-18,10,0,0,3.45,47%,2.64,53%,3.25,42%,100%,1.2,http://ufcstats.com/fighter-details/99bcdf5eac39898f,188.0
Taylor Johnson,"6' 0""",185 lbs.,"74.0""",Switch,1990-11-09,5,1,0,5.09,60%,1.13,33%,8.49,100%,100%,0.0,http://ufcstats.com/fighter-details/552b09cbf13b6328,182.9
Chad Johnson,"6' 2""",230 lbs.,"80.0""",Orthodox,1986-07-22,6,2,0,5.92,68%,7.8,40%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/6ce9a012e4c6020c,188.0
Jose Johnson,"6' 0""",125 lbs.,"71.0""",Orthodox,1995-05-20,16,10,0,2.27,57%,1.61,53%,0.69,60%,41%,0.7,http://ufcstats.com/fighter-details/84f727cf0166d6f2,182.9
Charles Johnson,"5' 9""",125 lbs.,"70.0""",Switch,1991-01-10,18,8,0,4.68,49%,3.94,56%,0.55,20%,66%,0.4,http://ufcstats.com/fighter-details/814e5233e2acf2ee,175.3
Donte Johnson,"5' 8""",185 lbs.,"74.0""",Southpaw,1999-01-25,8,0,0,3.11,48%,2.0,61%,2.0,100%,75%,0.7,http://ufcstats.com/fighter-details/ad5cb64af10fc946,172.7
Brian Johnston,"6' 3""",230 lbs.,,Orthodox,1968-07-28,5,5,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/1c3f5e85b59ec710,190.5
Liana Jojua,"5' 4""",125 lbs.,"62.0""",Orthodox,1995-03-22,8,5,0,2.42,30%,5.32,54%,1.71,66%,50%,1.3,http://ufcstats.com/fighter-details/eebc23626e38f5dc,162.6
Nikola Joksovic,,170 lbs.,,,1994-09-11,16,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/a6aa3157e1a1d104,
Daniel Jolly,"6' 1""",205 lbs.,"75.0""",Orthodox,1984-09-03,5,3,0,1.32,46%,3.39,44%,2.83,33%,50%,0.0,http://ufcstats.com/fighter-details/eeabcd4dc6619129,185.4
Paul Jones,"5' 9""",199 lbs.,,Orthodox,1963-06-16,11,1,1,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/f341f9551ba744e2,175.3
Jon Jones,"6' 4""",248 lbs.,"84.0""",Orthodox,1987-07-19,28,1,0,4.38,58%,2.24,64%,1.89,45%,95%,0.5,http://ufcstats.com/fighter-details/07f72a2a7591b409,193.0
Nathan Jones,"6' 11""",345 lbs.,,Orthodox,1970-08-21,0,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/f54fb3b9c4228142,210.8
Marcus Jones,"6' 6""",265 lbs.,,Orthodox,1973-08-15,4,2,0,1.94,52%,2.71,58%,8.71,75%,0%,2.9,http://ufcstats.com/fighter-details/8fa2b06572365321,198.1
Carlton Jones,"6' 1""",225 lbs.,,Orthodox,,1,4,0,2.32,41%,3.58,56%,4.02,50%,57%,2.7,http://ufcstats.com/fighter-details/f117c3e8c1aa7b9e,185.4
Jesse Jones,"5' 9""",170 lbs.,,,,2,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/bc0f994de0521926,175.3
Tito Jones,"5' 8""",145 lbs.,,Southpaw,1981-07-31,11,8,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/7b223a22a6c26868,172.7
Roy Jones,,205 lbs.,,,1983-10-26,7,5,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/be8dfcf0442812b1,
Justin Jones,"5' 11""",185 lbs.,,Orthodox,1987-09-06,9,2,0,1.7,36%,3.17,45%,1.0,15%,46%,0.5,http://ufcstats.com/fighter-details/9b75954db8db2a08,180.3
Ben Jones,,185 lbs.,,,,4,4,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/329aff8e958a2997,
Victor Jones,,145 lbs.,,,,1,3,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/04f0471f221db717,
Chris Jones,"5' 9""",149 lbs.,,,1981-11-16,10,5,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/509319d35664369e,175.3
Roshaun Jones,"5' 8""",135 lbs.,,,,2,6,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/8a9f54b9056b07f5,172.7
Jamelle Jones,"6' 0""",205 lbs.,"75.0""",Orthodox,1988-01-31,7,5,0,1.78,80%,3.11,65%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/1dda22d0ac3d1271,182.9
Antonio Jones,"5' 11""",185 lbs.,,Orthodox,1985-04-12,6,1,0,7.5,55%,30.0,42%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/f1fd494586ab8d5f,180.3
Trevin Jones,"5' 7""",135 lbs.,"70.0""",Southpaw,1990-08-04,13,10,0,2.13,37%,4.29,39%,0.62,15%,60%,0.2,http://ufcstats.com/fighter-details/ec23c1be628d8057,170.2
Mason Jones,"5' 10""",155 lbs.,"74.0""",Orthodox,1995-04-26,17,2,0,5.71,41%,4.47,50%,4.17,55%,81%,0.2,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,177.8
Craig Jones,,205 lbs.,,,1991-07-17,0,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/e947b563eb744a21,
Jacobi Jones,"5' 9""",155 lbs.,"72.0""",Orthodox,1996-05-24,6,2,0,5.87,46%,7.6,48%,0.0,0%,33%,0.0,http://ufcstats.com/fighter-details/08b01ed84044c6bc,175.3
Jocelyn Jones-Lybarger,"5' 7""",115 lbs.,"64.0""",Orthodox,1985-10-04,6,4,0,2.96,31%,4.83,56%,0.34,25%,81%,0.0,http://ufcstats.com/fighter-details/1a98c9dbb7fc3959,170.2
Kevin Jordan,"6' 3""",245 lbs.,,Orthodox,1970-12-31,11,9,0,2.0,40%,1.91,55%,0.0,0%,77%,0.6,http://ufcstats.com/fighter-details/02e52b3a595f0786,190.5
Joe Jordan,"5' 6""",155 lbs.,,Orthodox,1978-07-27,49,14,2,1.85,25%,4.27,59%,0.0,0%,66%,0.0,http://ufcstats.com/fighter-details/712c4db78b9373d1,167.6
Shawn Jordan,"6' 0""",260 lbs.,"75.0""",Southpaw,1984-10-21,19,8,0,2.87,50%,3.3,47%,1.97,38%,76%,0.1,http://ufcstats.com/fighter-details/ca2efc9d7d523c43,182.9
Ivan Jorge,"5' 9""",155 lbs.,"73.0""",Orthodox,1980-11-07,27,7,0,3.41,49%,2.91,59%,1.56,16%,75%,0.6,http://ufcstats.com/fighter-details/19db7ac26308178f,175.3
Scott Jorgensen,"5' 5""",135 lbs.,"66.0""",Orthodox,1982-09-17,15,12,0,3.37,40%,3.41,65%,2.61,45%,59%,0.7,http://ufcstats.com/fighter-details/0b64d0fed453ef7f,165.1
Gareth Joseph,,205 lbs.,,,1984-09-28,9,5,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/8ecb9f42da5ef5ac,
Dwight Joseph,"5' 6""",135 lbs.,,Switch,1989-08-16,5,0,0,2.6,52%,2.87,55%,1.0,20%,20%,1.0,http://ufcstats.com/fighter-details/34ca93f1791a5c50,167.6
Jeff Joslin,"6' 0""",170 lbs.,,Orthodox,1975-04-30,5,3,0,2.17,39%,1.57,65%,0.5,33%,64%,0.5,http://ufcstats.com/fighter-details/388abbf8832b5adf,182.9
Krzysztof Jotko,"6' 1""",185 lbs.,"77.0""",Southpaw,1989-08-19,24,6,0,2.98,42%,2.23,57%,1.33,39%,82%,0.1,http://ufcstats.com/fighter-details/4e06913c91da5200,185.4
Alan Jouban,"6' 0""",170 lbs.,"73.0""",Southpaw,1981-11-25,17,7,0,5.67,50%,3.77,60%,0.51,44%,58%,0.3,http://ufcstats.com/fighter-details/cf65d56b0755ed3b,182.9
Charles Jourdain,"5' 9""",135 lbs.,"69.0""",Switch,1995-11-27,17,8,1,5.48,49%,4.25,56%,0.33,21%,47%,0.7,http://ufcstats.com/fighter-details/f1d64ae34e088832,175.3
Louis Jourdain,"5' 9""",135 lbs.,"69.0""",Orthodox,1997-03-13,9,3,0,7.32,49%,2.44,54%,0.0,0%,66%,1.4,http://ufcstats.com/fighter-details/91cd52cb92dfdd52,175.3
Kevin Jousset,"6' 2""",170 lbs.,"75.0""",Orthodox,1993-05-02,10,4,0,6.61,51%,6.49,50%,0.69,40%,100%,0.3,http://ufcstats.com/fighter-details/dda15dbfafb792df,188.0
Mike Joy,"5' 6""",155 lbs.,,Southpaw,1985-07-18,11,8,0,0.57,33%,1.71,47%,0.78,33%,0%,2.3,http://ufcstats.com/fighter-details/35080a7f406f9ab3,167.6
Dustin Joynson,"6' 6""",244 lbs.,"78.0""",Orthodox,1985-10-14,5,0,0,3.28,53%,5.63,47%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/791367e8c35cfb6a,198.1
Tony Juarez,,155 lbs.,,,,1,12,0,0.89,25%,10.34,38%,4.43,100%,66%,0.0,http://ufcstats.com/fighter-details/97f3692d5444a80a,
Jesse Juarez,"6' 1""",170 lbs.,,Orthodox,1981-05-08,23,12,0,1.71,48%,2.87,52%,2.69,33%,50%,0.0,http://ufcstats.com/fighter-details/cd039ff136d89ded,185.4
Ernie Juarez,"5' 8""",145 lbs.,"70.0""",,1998-01-12,8,1,0,4.21,51%,6.23,55%,0.0,0%,25%,0.0,http://ufcstats.com/fighter-details/410898e8dd6ca9b6,172.7
Anshul Jubli,"6' 0""",155 lbs.,"69.0""",Switch,1995-01-13,7,2,0,6.42,46%,5.72,50%,0.81,18%,63%,0.4,http://ufcstats.com/fighter-details/a72a2a769fa5a2be,182.9
Carli Judice,"5' 7""",125 lbs.,"68.0""",Southpaw,1999-03-02,6,2,0,9.32,50%,6.62,57%,0.52,25%,80%,0.0,http://ufcstats.com/fighter-details/f1ab6f37492c630a,170.2
Steve Judson,"5' 11""",230 lbs.,,Orthodox,,0,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/6ece1d2ab1bed31d,180.3
Luke Jumeau,"5' 11""",170 lbs.,"72.0""",Orthodox,1988-02-12,13,5,0,2.93,43%,3.17,58%,0.25,100%,86%,0.0,http://ufcstats.com/fighter-details/4c288a2b250bb576,180.3
Bu-Kyung Jung,"5' 7""",154 lbs.,,Orthodox,1978-05-26,0,4,0,0.63,36%,1.85,56%,1.1,75%,0%,1.5,http://ufcstats.com/fighter-details/b35d1650c78c2948,170.2
Chan Sung Jung,"5' 7""",145 lbs.,"72.0""",Orthodox,1987-03-17,17,8,0,3.93,41%,4.52,52%,0.7,44%,72%,0.6,http://ufcstats.com/fighter-details/c451d67c09c55418,170.2
Young Sam Jung,"5' 8""",139 lbs.,,Orthodox,1985-10-27,4,8,0,0.53,9%,2.79,63%,0.0,0%,0%,2.0,http://ufcstats.com/fighter-details/13104eaed3ae96c3,172.7
Da Woon Jung,"6' 4""",205 lbs.,"78.0""",Orthodox,1993-12-07,15,6,1,3.24,40%,4.23,49%,1.59,47%,75%,0.2,http://ufcstats.com/fighter-details/74f9448b97bf8bec,193.0
Scott Junk,"6' 1""",265 lbs.,,Orthodox,1978-12-17,8,3,1,5.13,60%,1.81,45%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/ac70a4f1db1b8c40,185.4
Myles Jury,"5' 10""",145 lbs.,"73.0""",Orthodox,1988-10-31,17,4,0,2.94,42%,2.16,66%,2.16,55%,50%,0.3,http://ufcstats.com/fighter-details/08e908ed6d18d6a0,177.8
Cristiane Justino,"5' 8""",145 lbs.,"68.0""",Orthodox,1985-07-09,21,2,0,7.28,52%,2.25,64%,0.66,55%,94%,0.4,http://ufcstats.com/fighter-details/634bb0de2eb043b4,172.7
Patrick Kaase,"5' 9""",185 lbs.,,,,1,2,0,4.4,67%,0.53,50%,0.0,0%,50%,0.0,http://ufcstats.com/fighter-details/b180f05acb24d430,175.3
Emily Kagan,"5' 3""",115 lbs.,,,1981-07-14,3,3,0,2.6,36%,5.29,38%,1.86,14%,50%,0.0,http://ufcstats.com/fighter-details/c1ea9d56cd953586,160.0
Oron Kahlon,"5' 8""",135 lbs.,"70.0""",Orthodox,1984-11-04,16,1,0,0.85,37%,4.93,36%,0.0,0%,40%,0.0,http://ufcstats.com/fighter-details/00a35c92b03992b0,172.7
Kaiwen,"5' 8""",145 lbs.,"71.0""",Switch,1995-10-16,15,7,0,3.73,42%,4.72,54%,1.41,26%,92%,0.0,http://ufcstats.com/fighter-details/0565706b1e7f7e7c,172.7
Sirwan Kakai,"5' 5""",135 lbs.,,Orthodox,1989-10-03,12,5,0,3.57,41%,4.63,62%,4.0,42%,83%,0.0,http://ufcstats.com/fighter-details/2525a853486ee670,165.1
Saidyokub Kakhramonov,"5' 8""",135 lbs.,"69.0""",Orthodox,1995-11-14,10,3,0,2.05,51%,0.88,58%,6.63,48%,83%,1.9,http://ufcstats.com/fighter-details/50a28b9f8314e008,172.7
Geza Kalman,"6' 1""",200 lbs.,,,,4,9,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/304fcd812f12c589,185.4
Bryson Kamaka,"5' 11""",170 lbs.,,Orthodox,,12,20,1,9.47,60%,12.63,0%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/9336e86cfd4ceaa1,180.3
Kai Kamaka,"5' 7""",145 lbs.,"69.0""",Orthodox,1995-01-05,8,4,1,4.96,57%,5.29,55%,1.93,58%,52%,0.3,http://ufcstats.com/fighter-details/eee0ef3e2b14816b,170.2
Shah Kamali,,265 lbs.,,,1998-10-25,4,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/a46ab6c64d321c2d,
Shuya Kamikubo,"5' 5""",135 lbs.,"68.0""",Switch,1993-04-12,13,2,1,3.83,54%,4.9,47%,1.5,15%,0%,0.5,http://ufcstats.com/fighter-details/a46fa1c7972548d0,165.1
Daichi Kamiya,"5' 8""",155 lbs.,"68.0""",Southpaw,1999-04-19,6,1,0,1.69,53%,4.5,35%,5.07,27%,100%,0.0,http://ufcstats.com/fighter-details/a497e228cce8a64f,172.7
Martin Kampmann,"6' 0""",170 lbs.,"72.0""",Orthodox,1982-04-17,20,7,0,3.22,42%,3.28,62%,1.86,41%,78%,2.0,http://ufcstats.com/fighter-details/8b69839f3555a67b,182.9
Koya Kanda,"5' 9""",145 lbs.,"75.0""",Southpaw,1995-12-20,12,5,0,3.63,41%,2.9,53%,2.0,18%,100%,0.0,http://ufcstats.com/fighter-details/b42d3a1469dab722,175.3
Bharat Kandare,"5' 7""",135 lbs.,"72.0""",Orthodox,1987-06-20,5,3,0,0.7,10%,1.88,72%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/efd2b3e9bb7965a4,170.2
Hiromitsu Kanehara,"5' 10""",200 lbs.,,Orthodox,1970-10-05,19,27,5,0.76,22%,4.39,40%,0.0,0%,40%,0.4,http://ufcstats.com/fighter-details/eda579d906cf0ca2,177.8
Masanori Kanehara,"5' 7""",135 lbs.,"67.0""",Orthodox,1982-11-19,26,12,5,1.88,49%,1.63,62%,1.44,50%,63%,0.9,http://ufcstats.com/fighter-details/f3a078277b3b8ff4,170.2
Ken Kaneko,"6' 0""",161 lbs.,,Orthodox,1976-10-19,0,3,0,0.0,0%,0.94,42%,0.0,0%,0%,3.5,http://ufcstats.com/fighter-details/5345f86680378fc1,182.9
Denis Kang,"5' 11""",185 lbs.,"77.0""",Orthodox,1977-09-17,35,16,2,2.27,35%,1.65,67%,2.51,65%,38%,1.2,http://ufcstats.com/fighter-details/3c241737a6069b9f,180.3
Kyung Ho Kang,"5' 9""",135 lbs.,"73.0""",Orthodox,1987-09-09,19,11,0,3.13,47%,3.32,54%,1.97,50%,68%,0.8,http://ufcstats.com/fighter-details/a7897d200692ab64,175.3
Manel Kape,"5' 5""",125 lbs.,"68.0""",Southpaw,1993-11-14,22,7,0,5.04,56%,4.08,57%,0.4,30%,81%,0.3,http://ufcstats.com/fighter-details/5d1b7e3dd9e11074,165.1
David Kaplan,"5' 7""",155 lbs.,,Orthodox,1979-11-16,3,4,0,2.88,46%,4.32,67%,4.88,43%,0%,0.7,http://ufcstats.com/fighter-details/5669b828e7e11329,170.2
Kai Kara-France,"5' 4""",125 lbs.,"69.0""",Orthodox,1993-03-26,25,12,0,4.46,40%,3.24,64%,0.56,30%,83%,0.0,http://ufcstats.com/fighter-details/853eb0dd5c0e2149,162.6
Georgi Karakhanyan,"5' 8""",145 lbs.,,,1985-05-29,26,7,1,4.49,39%,5.0,54%,1.41,50%,33%,1.9,http://ufcstats.com/fighter-details/43292ecf0e72c143,172.7
Alex Karalexis,"5' 8""",155 lbs.,"66.0""",Orthodox,1977-09-20,10,6,0,2.57,42%,2.39,54%,2.7,45%,86%,0.9,http://ufcstats.com/fighter-details/e361e5c858af6ff1,172.7
Ernesta Kareckaite,"5' 9""",125 lbs.,"71.0""",Orthodox,1998-07-05,6,2,1,7.28,42%,6.47,49%,0.75,60%,81%,0.0,http://ufcstats.com/fighter-details/e4faa79383c9f214,175.3
Impa Kasanganay,"5' 11""",170 lbs.,"75.0""",Orthodox,1994-01-17,9,2,0,4.96,48%,3.66,58%,1.75,58%,66%,0.2,http://ufcstats.com/fighter-details/257b0c8d6f199895,180.3
Jinnosuke Kashimura,"5' 7""",155 lbs.,"71.0""",Southpaw,2001-08-12,4,2,0,0.21,50%,7.37,25%,3.16,100%,0%,6.3,http://ufcstats.com/fighter-details/4a9120fa47bafef0,170.2
Nadia Kassem,"5' 5""",125 lbs.,"66.0""",Southpaw,1995-11-15,5,2,0,3.13,41%,4.48,48%,0.46,33%,40%,2.8,http://ufcstats.com/fighter-details/6e7506127408aa9e,165.1
Yusuke Kasuya,"5' 7""",155 lbs.,,Southpaw,1989-11-16,9,3,0,2.17,44%,4.34,48%,1.36,33%,0%,0.0,http://ufcstats.com/fighter-details/3058888c33149a53,170.2
Tetsuji Kato,,155 lbs.,,Orthodox,1977-12-05,20,10,0,1.2,29%,2.1,70%,2.0,57%,80%,0.5,http://ufcstats.com/fighter-details/542db012217ecb83,
Hisaki Kato,"6' 0""",185 lbs.,,,1982-09-17,8,2,0,2.8,48%,1.72,68%,1.62,100%,0%,0.0,http://ufcstats.com/fighter-details/ebf1c247b2cba375,182.9
Brad Katona,"5' 6""",135 lbs.,"64.0""",Orthodox,1991-12-19,16,5,0,4.81,52%,4.75,50%,1.86,34%,61%,0.0,http://ufcstats.com/fighter-details/7b433309b0fd12aa,167.6
Calvin Kattar,"5' 11""",145 lbs.,"72.0""",Orthodox,1988-03-26,23,10,0,4.41,37%,6.55,54%,0.34,29%,77%,0.1,http://ufcstats.com/fighter-details/751de04455cfaac0,180.3
Sarah Kaufman,"5' 5""",135 lbs.,"66.0""",Orthodox,1985-09-20,18,4,0,6.65,46%,4.0,62%,0.38,57%,81%,0.0,http://ufcstats.com/fighter-details/36df8e119aec6175,165.1
Lone'er Kavanagh,"5' 6""",125 lbs.,"67.0""",Orthodox,1999-06-09,10,1,0,4.13,48%,3.49,56%,1.12,45%,94%,0.2,http://ufcstats.com/fighter-details/bb2c3c3a466224af,167.6
Yusuke Kawaguchi,"6' 0""",255 lbs.,,,1980-08-14,18,12,0,2.87,47%,3.93,50%,0.0,0%,72%,0.0,http://ufcstats.com/fighter-details/fa2320781bfe4f49,182.9
Canaan Kawaihae,"6' 0""",145 lbs.,"71.0""",Southpaw,1997-08-26,6,2,0,2.83,51%,4.59,36%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/58d42b9e920b25fc,182.9
Tatsuya Kawajiri,"5' 7""",145 lbs.,"69.0""",Orthodox,1978-05-08,36,11,2,2.04,44%,2.01,50%,3.63,48%,63%,1.1,http://ufcstats.com/fighter-details/80d918336163b80c,170.2
Ryo Kawamura,"5' 11""",205 lbs.,,Orthodox,1981-06-29,18,9,4,0.6,16%,3.93,39%,0.0,0%,6%,0.0,http://ufcstats.com/fighter-details/9e91d7fd2720e241,180.3
Masuto Kawana,"5' 6""",145 lbs.,"69.0""",Orthodox,1995-01-30,10,4,0,2.54,41%,3.79,41%,11.67,55%,100%,0.0,http://ufcstats.com/fighter-details/49f4171f14f54220,167.6
Doug Kay,,,,,,0,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/547c5611bd366988,
Toshiomi Kazama,"5' 7""",135 lbs.,"69.0""",Orthodox,1997-05-15,11,5,0,1.49,53%,4.56,38%,1.94,16%,66%,1.0,http://ufcstats.com/fighter-details/148bb103cfbf123e,170.2
Julie Kedzie,"5' 5""",135 lbs.,,Orthodox,1981-03-18,16,13,0,2.9,36%,3.18,46%,1.14,23%,78%,0.0,http://ufcstats.com/fighter-details/981ab7a0576f76a0,165.1
Ryan Keenan,"5' 10""",170 lbs.,,,1985-06-15,6,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/a72b20136239ba39,177.8
Losene Keita,"5' 8""",145 lbs.,"72.0""",Orthodox,1997-12-30,16,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/5b43d68174b6e2ab,172.7
CJ Keith,"6' 0""",155 lbs.,,Orthodox,1986-08-09,8,4,0,0.86,50%,1.82,50%,0.0,0%,62%,0.0,http://ufcstats.com/fighter-details/c0eecd851dbf3146,182.9
Chris Kelades,"5' 7""",125 lbs.,"68.0""",Orthodox,1981-02-21,9,3,0,2.4,43%,2.64,48%,1.04,18%,53%,0.3,http://ufcstats.com/fighter-details/56c9acc4e86046a2,170.2
Brian Kelleher,"5' 6""",135 lbs.,"66.0""",Switch,1986-08-19,24,16,0,3.31,41%,4.59,54%,1.68,41%,60%,0.7,http://ufcstats.com/fighter-details/7be14eaed4c74856,167.6
Mayana Kellem,"5' 5""",135 lbs.,,Orthodox,1981-07-07,7,1,0,1.94,22%,2.9,62%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/c788481ae19e798d,165.1
Tony Kelley,"5' 9""",135 lbs.,"70.0""",Switch,1987-01-21,8,3,0,5.55,47%,4.85,45%,0.0,0%,52%,1.4,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2,175.3
Paul Kelly,"5' 9""",155 lbs.,"70.0""",Orthodox,1984-09-12,14,5,0,3.22,37%,2.61,59%,1.34,60%,30%,1.5,http://ufcstats.com/fighter-details/aac5ac38148f0528,175.3
John Kelly,"5' 9""",170 lbs.,,,1978-08-02,5,4,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/ace83095105dd205,175.3
Daniel Kelly,"6' 0""",185 lbs.,"70.0""",Southpaw,1977-10-31,13,4,0,3.62,38%,4.64,61%,1.86,34%,78%,0.3,http://ufcstats.com/fighter-details/bdcbb976816fd256,182.9
Tim Kennedy,"5' 11""",185 lbs.,"74.0""",Orthodox,1979-09-01,18,6,0,2.78,47%,1.84,62%,2.58,35%,70%,0.7,http://ufcstats.com/fighter-details/3c660c90d48fc80d,180.3
